ID_REF,GSE30219,GSE50081,GSE19188,d_Media,d_Minima_Abs,Direccion
C9orf152,-1.7615211,-1.1448721,-1.1795642,-1.3619858,1.1448721,adenocarcinoma
AC079305.10,1.1533409,1.1448557,1.2220253,1.1734074,1.1448557,escamoso
POLR2H,1.4381449,1.144094,1.2099099,1.2640496,1.144094,escamoso
INPPL1,-1.8911448,-1.143554,-1.2044673,-1.4130554,1.143554,adenocarcinoma
DIRC3,1.3166196,1.1429323,1.2642319,1.2412612,1.1429323,escamoso
UFC1,-1.8510478,-1.1414069,-1.3957056,-1.46272,1.1414069,adenocarcinoma
LARP6,1.7633537,1.5129095,1.1396502,1.4719712,1.1396502,escamoso
EIF4G1,1.9097912,1.1395158,1.1933287,1.4142119,1.1395158,escamoso
IFI27L2,1.1394732,1.1592398,1.1542021,1.1509718,1.1394732,escamoso
CHCHD6,1.4671173,1.4309638,1.1387279,1.345603,1.1387279,escamoso
GPR133,-1.8167791,-1.1375753,-1.3994213,-1.4512585,1.1375753,adenocarcinoma
ARL4D,1.8911209,1.1375215,1.6225076,1.5503832,1.1375215,escamoso
BID,1.484698,1.258762,1.1372043,1.2935548,1.1372043,escamoso
AKR1C2,1.1367974,1.1517777,1.2661115,1.1848955,1.1367974,escamoso
ADM,2.3267112,1.1362906,1.6217319,1.6949111,1.1362906,escamoso
MAPKBP1,2.525549,1.134764,1.6698616,1.7767248,1.134764,escamoso
TET3,1.7914649,1.3051682,1.1343576,1.4103302,1.1343576,escamoso
DRG1,1.6043092,1.1339431,1.4846766,1.407643,1.1339431,escamoso
KIAA0930,1.6372191,1.3723952,1.1338413,1.3811518,1.1338413,escamoso
UBAC1,1.72369,1.131049,1.2513887,1.3687092,1.131049,escamoso
C3orf67,1.5305415,1.1307719,1.1767638,1.2793591,1.1307719,escamoso
SLC16A1,2.1973128,1.1880449,1.1298586,1.5050721,1.1298586,escamoso
CTSV,1.8797572,1.1284168,1.189019,1.3990644,1.1284168,escamoso
HR,1.8596153,1.473092,1.1284082,1.4870386,1.1284082,escamoso
TMEM150A,-1.9008207,-1.1277095,-1.2059959,-1.4115087,1.1277095,adenocarcinoma
RGMA,1.8809799,1.1274222,2.195907,1.7347698,1.1274222,escamoso
ECE2,1.9811616,1.1258479,1.3243743,1.4771279,1.1258479,escamoso
SENP5,2.3307862,1.1258421,2.0731962,1.8432747,1.1258421,escamoso
LTB4R,1.7143334,1.1254396,1.2944679,1.3780804,1.1254396,escamoso
JADE1,-1.9169619,-1.1253556,-1.4507084,-1.4976753,1.1253556,adenocarcinoma
LOC101928076,1.309238,1.1351423,1.1249475,1.189776,1.1249475,escamoso
IGF2BP2,1.7852615,1.124672,1.4196241,1.4431858,1.124672,escamoso
RMND5A,2.0673652,1.1236552,1.8850399,1.69202,1.1236552,escamoso
PPP2R2C,1.123361,1.2821918,1.1474204,1.1843244,1.123361,escamoso
EIF5A2,1.9748133,1.1207889,1.2804642,1.4586887,1.1207889,escamoso
ARL6IP5,-1.8295193,-1.1198766,-1.426214,-1.4585366,1.1198766,adenocarcinoma
ABCC3,-1.678816,-1.1190809,-1.1373018,-1.3117329,1.1190809,adenocarcinoma
CARD18,1.4507915,1.2008593,1.1188344,1.2568284,1.1188344,escamoso
TP53AIP1,1.4371837,1.1184574,1.3053422,1.2869945,1.1184574,escamoso
ACTL6A,1.9931315,1.1180279,1.286867,1.4660088,1.1180279,escamoso
FAM83D,1.851466,1.217076,1.1172836,1.3952751,1.1172836,escamoso
C5orf66-AS1,1.2045134,1.187819,1.1166867,1.1696731,1.1166867,escamoso
WFDC5,1.5626204,1.5343226,1.1158798,1.4042743,1.1158798,escamoso
LRRC8A,1.773324,1.1150007,1.2726947,1.3870064,1.1150007,escamoso
SLC34A2,-1.5600893,-1.4904813,-1.1146386,-1.3884029,1.1146386,adenocarcinoma
PNCK,1.5947807,1.1140684,1.7739378,1.4942622,1.1140684,escamoso
TLE2,-1.7645574,-1.1132896,-1.2330261,-1.3702911,1.1132896,adenocarcinoma
C12orf54,1.6189884,1.1124635,1.6098627,1.4471049,1.1124635,escamoso
NRG1,1.3980447,1.1124567,1.5347952,1.3484322,1.1124567,escamoso
GPR161,1.2268254,1.1121622,1.2758781,1.2049552,1.1121622,escamoso
LOC100996724,-1.3959731,-1.1113162,-1.3205204,-1.2759366,1.1113162,adenocarcinoma
TCTEX1D2,1.6821176,1.1109151,1.2340406,1.3423578,1.1109151,escamoso
ARNTL2,1.786455,1.1108545,1.3523159,1.4165417,1.1108545,escamoso
GINS2,1.4225875,1.1098907,1.2387716,1.2570833,1.1098907,escamoso
HOXD13,1.5068611,1.1969509,1.1076158,1.270476,1.1076158,escamoso
DPP4,-1.5830913,-1.1067382,-1.1993623,-1.2963972,1.1067382,adenocarcinoma
CDCA3,1.449388,1.1065311,1.1876689,1.2478627,1.1065311,escamoso
SREBF2,1.401679,1.23896,1.1063231,1.2489873,1.1063231,escamoso
FANCI,1.9720579,1.1890229,1.1059511,1.4223439,1.1059511,escamoso
CGB7,1.3686599,1.1035162,1.2915336,1.2545699,1.1035162,escamoso
CYP4F11,1.1466422,1.2048893,1.1020958,1.1512091,1.1020958,escamoso
GPI,1.4910862,1.0970951,1.5027146,1.3636321,1.0970951,escamoso
SOX2-OT,1.479764,1.0970205,1.4542915,1.343692,1.0970205,escamoso
GABRR1,1.367397,1.0956211,1.3330784,1.2653655,1.0956211,escamoso
SHOX2,1.778086,1.0949141,1.0998495,1.3242832,1.0949141,escamoso
CITED2,-1.363317,-1.0945756,-1.340279,-1.2660571,1.0945756,adenocarcinoma
FOXL2,1.3481485,1.2733177,1.0939502,1.2384721,1.0939502,escamoso
CD109,2.1243432,1.2527833,1.0936992,1.4902753,1.0936992,escamoso
TRPV4,2.0518148,1.295443,1.0927732,1.4800104,1.0927732,escamoso
NKAIN2,1.1626943,1.0917296,1.55529,1.2699047,1.0917296,escamoso
CDC45,1.9311855,1.3262562,1.0916853,1.4497089,1.0916853,escamoso
RBM19,1.1236278,1.0910926,1.1218785,1.1121997,1.0910926,escamoso
NCAPD2,1.7602581,1.0904497,1.2169838,1.3558973,1.0904497,escamoso
PLEKHA6,-1.6651456,-1.0901101,-1.5488505,-1.434702,1.0901101,adenocarcinoma
KEAP1,1.3858627,1.0895035,1.1829364,1.2194341,1.0895035,escamoso
IPPK,2.2314463,1.0893241,1.3800496,1.56694,1.0893241,escamoso
RAB27A,-1.7574583,-1.0890827,-1.4555852,-1.434042,1.0890827,adenocarcinoma
PRC1,1.6735736,1.0883998,1.1082354,1.2900696,1.0883998,escamoso
RP11-1L12.3,1.6704435,1.0879565,1.8850635,1.5478212,1.0879565,escamoso
ZNF254,-1.482407,-1.0860249,-1.1698257,-1.2460858,1.0860249,adenocarcinoma
OIP5,1.6956707,1.0859295,1.1421996,1.3079333,1.0859295,escamoso
CDCA5,1.4652593,1.135875,1.0849744,1.2287029,1.0849744,escamoso
LYSMD4,2.100339,1.4045426,1.084192,1.5296911,1.084192,escamoso
MIR3658,1.5233735,1.2127166,1.0837646,1.2732849,1.0837646,escamoso
C1orf210,-1.5512503,-1.083716,-1.1980038,-1.2776567,1.083716,adenocarcinoma
VSTM2L,-1.4002824,-1.0821636,-1.2434534,-1.2419664,1.0821636,adenocarcinoma
FJX1,2.0773602,1.0818484,1.1155432,1.4249172,1.0818484,escamoso
TTL,1.9302956,1.0816286,1.1517599,1.3878946,1.0816286,escamoso
STS,-1.286273,-1.081317,-1.3550116,-1.2408671,1.081317,adenocarcinoma
CDK6,1.9105428,1.0803521,1.2565199,1.4158049,1.0803521,escamoso
CEBPG,1.5845512,1.0802346,1.8305337,1.4984398,1.0802346,escamoso
CDK5R1,1.911939,1.0797431,1.3169042,1.4361954,1.0797431,escamoso
SNAI2,2.5969312,1.0791948,1.3736196,1.6832485,1.0791948,escamoso
FBL,1.0788809,1.0929849,1.3904413,1.1874357,1.0788809,escamoso
ARHGAP29,-1.6139109,-1.190461,-1.0786601,-1.294344,1.0786601,adenocarcinoma
FAM149A,-1.5285583,-1.1980468,-1.0786159,-1.268407,1.0786159,adenocarcinoma
TMEM50B,-1.4264798,-1.0786134,-1.1457202,-1.2169378,1.0786134,adenocarcinoma
SOWAHC,2.011008,1.0781984,1.4273093,1.5055052,1.0781984,escamoso
SLC44A3,-1.5689547,-1.1490349,-1.0780697,-1.2653531,1.0780697,adenocarcinoma
HS6ST1,1.5323195,1.077594,1.2444922,1.284802,1.077594,escamoso
KRTAP19-1,1.2938882,1.1232445,1.0750765,1.1640698,1.0750765,escamoso
CACNA1B,1.4270079,1.0740204,1.6859807,1.3956696,1.0740204,escamoso
FBP1,-1.7730503,-1.0907301,-1.0730772,-1.3122859,1.0730772,adenocarcinoma
EMB,-1.5853575,-1.0730468,-1.2274991,-1.2953011,1.0730468,adenocarcinoma
CCDC85C,1.4985869,1.072883,1.0780877,1.2165192,1.072883,escamoso
SYNE4,-1.1091492,-1.0728248,-1.1294217,-1.1037985,1.0728248,adenocarcinoma
RTCB,1.3555483,1.1193906,1.0727754,1.1825714,1.0727754,escamoso
TMEM79,1.889603,1.438646,1.0725188,1.4669226,1.0725188,escamoso
GALM,-2.2990658,-1.4784107,-1.071067,-1.6161813,1.071067,adenocarcinoma
GPR116,-1.8447045,-1.3257856,-1.0707301,-1.4137402,1.0707301,adenocarcinoma
RGS8,-1.5489615,-1.0706093,-1.3768488,-1.3321398,1.0706093,adenocarcinoma
ZIC2,1.8272573,1.299036,1.0705706,1.3989545,1.0705706,escamoso
TOX3,-2.1382518,-1.070436,-1.625377,-1.611355,1.070436,adenocarcinoma
TOMM22,1.5706738,1.3121407,1.0703139,1.3177094,1.0703139,escamoso
TMEM158,2.1345448,1.2435479,1.0700393,1.4827107,1.0700393,escamoso
LINC00520,1.2111899,1.1681727,1.0696895,1.1496841,1.0696895,escamoso
HK2,1.6711317,1.0696563,1.4768333,1.4058738,1.0696563,escamoso
FAM105A,-1.4661764,-1.0695417,-1.0752503,-1.2036561,1.0695417,adenocarcinoma
LIFR,-1.2893009,-1.0691698,-1.111109,-1.1565266,1.0691698,adenocarcinoma
MRPS12,1.0945364,1.0689156,1.1213925,1.0949482,1.0689156,escamoso
NGRN,1.3082433,1.0688862,1.1772867,1.1848054,1.0688862,escamoso
TMPRSS2,-1.3734262,-1.1367329,-1.068643,-1.192934,1.068643,adenocarcinoma
EPB41L5,-1.6254902,-1.068631,-1.1422716,-1.2787976,1.068631,adenocarcinoma
GTSE1,1.5343498,1.067986,1.1699997,1.2574452,1.067986,escamoso
NDNF,-1.5732338,-1.0659075,-1.1808105,-1.2733172,1.0659075,adenocarcinoma
GJB3,2.4102778,1.2874551,1.0650737,1.5876023,1.0650737,escamoso
POLQ,1.9173237,1.064445,1.2385603,1.4067763,1.064445,escamoso
MGME1,1.7001544,1.0638679,1.2669852,1.3436693,1.0638679,escamoso
PCSK9,1.3697006,1.2207832,1.0632291,1.2179042,1.0632291,escamoso
EPHB3,1.3924901,1.0766395,1.0629903,1.1773733,1.0629903,escamoso
KCNQ3,-1.4354577,-1.0624802,-1.1192412,-1.2057264,1.0624802,adenocarcinoma
NDUFB5,1.8196057,1.0608206,1.6445626,1.5083297,1.0608206,escamoso
IGFL1,1.400099,1.0598009,1.0851437,1.1816812,1.0598009,escamoso
ALDH3A1,1.4697845,1.0594254,1.8046728,1.4446276,1.0594254,escamoso
FNBP1L,-1.804995,-1.058076,-1.5138922,-1.4589877,1.058076,adenocarcinoma
PRSS8,-1.4523476,-1.0562888,-1.2161766,-1.2416043,1.0562888,adenocarcinoma
H2AFY2,1.3980318,1.0557404,1.7001579,1.3846432,1.0557404,escamoso
C1orf116,-1.0553489,-1.0961474,-1.1632078,-1.1049014,1.0553489,adenocarcinoma
PSAT1,1.8931508,1.0550402,1.1099291,1.3527068,1.0550402,escamoso
ADCY10,1.1832397,1.3063592,1.0539261,1.1811749,1.0539261,escamoso
LOC101928830,-1.9452565,-1.0536546,-1.0919539,-1.3636216,1.0536546,adenocarcinoma
WASF1,1.5185733,1.0991344,1.0525155,1.2234077,1.0525155,escamoso
TESC,-1.9183145,-1.0516274,-1.201036,-1.3903259,1.0516274,adenocarcinoma
ZBTB7C,1.789085,1.0511502,1.6400737,1.4934363,1.0511502,escamoso
DNAJC19,1.4414095,1.0508838,1.4948794,1.3290576,1.0508838,escamoso
CENPM,1.7248442,1.3156174,1.0504931,1.3636516,1.0504931,escamoso
SHROOM3,-1.8185658,-1.0502161,-1.5174898,-1.4620906,1.0502161,adenocarcinoma
MMP10,1.6278652,1.1389859,1.0501815,1.2723441,1.0501815,escamoso
KLC3,1.7727295,1.1018223,1.0492629,1.3079382,1.0492629,escamoso
EIF4EBP1,1.2872349,1.0488101,1.1454282,1.1604911,1.0488101,escamoso
PIR,1.0483183,1.1273592,1.4931672,1.2229482,1.0483183,escamoso
CYP2B6,-1.7230635,-1.0481248,-1.1070625,-1.2927502,1.0481248,adenocarcinoma
VANGL2,1.8072283,1.3482511,1.0467328,1.4007374,1.0467328,escamoso
VDAC2,1.6684855,1.045996,1.5347867,1.4164227,1.045996,escamoso
LINC00626,1.04561,1.273353,1.1375136,1.1521589,1.04561,escamoso
ARSD,-1.5508556,-1.0450598,-1.1616471,-1.2525208,1.0450598,adenocarcinoma
RHOBTB2,-1.765652,-1.0445384,-1.3386508,-1.382947,1.0445384,adenocarcinoma
TGM1,1.6402053,1.0443958,1.5127689,1.3991233,1.0443958,escamoso
SLAIN1,-2.1825073,-1.044281,-1.2500885,-1.4922923,1.044281,adenocarcinoma
LYPD6B,1.0442756,1.4108833,1.0580759,1.1710783,1.0442756,escamoso
ICAM1,-1.2152673,-1.1196246,-1.0441594,-1.1263504,1.0441594,adenocarcinoma
SGMS2,-1.7447076,-1.0440104,-1.5345414,-1.4410864,1.0440104,adenocarcinoma
HMGCS1,2.0356607,1.0439364,1.5840167,1.5545379,1.0439364,escamoso
CCDC86,1.5726292,1.0431306,1.1613154,1.2590251,1.0431306,escamoso
FOXM1,1.7158358,1.0421538,1.1561418,1.3047105,1.0421538,escamoso
C15orf41,2.1599991,1.0414021,1.2830977,1.494833,1.0414021,escamoso
IRX4,1.2786195,1.2044551,1.0398991,1.1743246,1.0398991,escamoso
TWIST1,1.7508411,1.039048,1.0667044,1.2855312,1.039048,escamoso
TSPAN13,-1.4468812,-1.0387751,-1.2642343,-1.2499635,1.0387751,adenocarcinoma
TMEM45B,-1.7157825,-1.0382922,-1.4712827,-1.4084524,1.0382922,adenocarcinoma
PGM2,2.4208007,1.0382154,1.7056477,1.7215546,1.0382154,escamoso
LOC100506870,1.1655838,1.0627289,1.0379078,1.0887402,1.0379078,escamoso
PADI3,1.1917102,1.0462792,1.0379007,1.0919634,1.0379007,escamoso
IGFBP2,1.037416,1.3091666,1.2974958,1.2146927,1.037416,escamoso
NDRG1,1.5302848,1.0369315,1.3491398,1.305452,1.0369315,escamoso
LCE3D,1.2254053,1.0365521,1.1193331,1.1270968,1.0365521,escamoso
MPPED1,1.1276059,1.0364445,1.0687395,1.0775967,1.0364445,escamoso
TMEM92,-1.4297845,-1.0361024,-1.5216165,-1.3291678,1.0361024,adenocarcinoma
BIRC5,1.566172,1.0940406,1.0355316,1.2319146,1.0355316,escamoso
MYO6,-1.449154,-1.0352824,-1.1111971,-1.1985445,1.0352824,adenocarcinoma
ITGA6,2.464953,1.2549176,1.0350944,1.5849882,1.0350944,escamoso
PHLDB2,1.9424613,1.0348544,1.2890177,1.4221112,1.0348544,escamoso
TBPL1,1.6531042,1.0338247,1.3262732,1.3377339,1.0338247,escamoso
MCC,2.0925133,1.0332414,1.1779519,1.4345689,1.0332414,escamoso
FYCO1,-1.1336455,-1.0295886,-1.5530101,-1.2387481,1.0295886,adenocarcinoma
CMSS1,1.7370378,1.0293998,1.112889,1.2931088,1.0293998,escamoso
DNALI1,-2.3382442,-1.0290104,-1.2119457,-1.5264001,1.0290104,adenocarcinoma
CDC25A,1.5364963,1.0288112,1.2864357,1.2839144,1.0288112,escamoso
LOC730101,1.0955074,1.0282786,1.2471992,1.1236616,1.0282786,escamoso
STK32A,-1.6968188,-1.0767903,-1.0279969,-1.267202,1.0279969,adenocarcinoma
DHCR7,1.3915431,1.0278968,1.1528769,1.1907722,1.0278968,escamoso
IGSF9,1.6607828,1.0266199,1.0988204,1.2620744,1.0266199,escamoso
STARD5,1.7196707,1.3521769,1.0262102,1.3660192,1.0262102,escamoso
SOSTDC1,1.8171321,1.025915,1.0669882,1.3033451,1.025915,escamoso
SOGA1,1.3259029,1.0236984,1.3927488,1.24745,1.0236984,escamoso
IL36G,1.8989407,1.0233691,1.3354787,1.4192629,1.0233691,escamoso
NINJ2,-1.6813365,-1.0232213,-1.5954429,-1.4333335,1.0232213,adenocarcinoma
SKP2,2.3201509,1.2019833,1.0229722,1.5150355,1.0229722,escamoso
CISH,-1.1997998,-1.0225879,-1.0380392,-1.086809,1.0225879,adenocarcinoma
FAM43A,1.8566483,1.3454474,1.0221548,1.4080836,1.0221548,escamoso
FAM212A,2.2515597,1.022121,1.4658517,1.5798441,1.022121,escamoso
SLC16A4,-1.8954134,-1.0220364,-1.1773976,-1.3649492,1.0220364,adenocarcinoma
COL4A4,-1.6975291,-1.1253194,-1.0217656,-1.281538,1.0217656,adenocarcinoma
PBXIP1,-1.8125443,-1.0214474,-1.6483966,-1.4941295,1.0214474,adenocarcinoma
CCNB2,1.6091692,1.0208005,1.1894594,1.2731429,1.0208005,escamoso
ARHGAP44,-1.5019687,-1.0203828,-1.3104615,-1.2776043,1.0203828,adenocarcinoma
IL6ST,-1.5553864,-1.0186167,-1.1452477,-1.2397503,1.0186167,adenocarcinoma
MVP,-1.5705774,-1.0182164,-1.1418667,-1.2435535,1.0182164,adenocarcinoma
CAPN2,-1.1788415,-1.2688007,-1.0176758,-1.1551061,1.0176758,adenocarcinoma
RFC5,1.101659,1.148528,1.0170423,1.0890764,1.0170423,escamoso
LINC00668,1.5064113,1.0157049,1.3451022,1.2890729,1.0157049,escamoso
CC2D1B,-1.3476212,-1.0154248,-1.1330743,-1.1653734,1.0154248,adenocarcinoma
CD302,-1.8553418,-1.0147597,-1.1992732,-1.3564582,1.0147597,adenocarcinoma
LLGL2,-1.6876291,-1.0146003,-1.1774071,-1.2932123,1.0146003,adenocarcinoma
FETUB,1.3019098,1.0298076,1.0144745,1.1153973,1.0144745,escamoso
C16orf89,-1.5512975,-1.1467302,-1.0137892,-1.2372723,1.0137892,adenocarcinoma
TMEM53,-1.7361073,-1.0137222,-1.3080872,-1.3526388,1.0137222,adenocarcinoma
KRT33A,1.2814497,1.0133535,1.2290368,1.1746134,1.0133535,escamoso
SGK1,1.4367824,1.0124263,1.0518953,1.1670346,1.0124263,escamoso
TSPAN12,-1.7371854,-1.0175217,-1.012284,-1.2556638,1.012284,adenocarcinoma
CYP4F2,1.0804579,1.3606647,1.0121602,1.1510943,1.0121602,escamoso
AHCYL2,-1.5746887,-1.0115863,-1.2486411,-1.2783054,1.0115863,adenocarcinoma
SAMM50,1.2768176,1.0461551,1.0107011,1.1112247,1.0107011,escamoso
TMEM192,-1.6468712,-1.0106937,-1.2457902,-1.3011184,1.0106937,adenocarcinoma
KDR,-1.3058108,-1.0603547,-1.0106574,-1.1256076,1.0106574,adenocarcinoma
ORC6,1.7368009,1.010539,1.5970029,1.4481143,1.010539,escamoso
FBXO27,1.010529,1.2617804,1.7414623,1.3379239,1.010529,escamoso
TMEM62,-1.8924793,-1.0101455,-1.1784974,-1.3603741,1.0101455,adenocarcinoma
INO80C,1.0588988,1.0605168,1.0098041,1.0430733,1.0098041,escamoso
GFOD1,1.8328947,1.0095534,1.5180172,1.4534885,1.0095534,escamoso
CENPA,1.6238077,1.093282,1.0090997,1.2420632,1.0090997,escamoso
TROAP,1.5348359,1.0089146,1.2071016,1.2502841,1.0089146,escamoso
RPH3AL,-1.5740428,-1.18884,-1.0087957,-1.2572261,1.0087957,adenocarcinoma
MTCL1,1.7088665,1.0083662,1.2210674,1.3127667,1.0083662,escamoso
CXXC5,-1.7724979,-1.0820392,-1.007688,-1.2874084,1.007688,adenocarcinoma
RP11-38P22.2,2.4105306,1.0076038,2.3820515,1.9333953,1.0076038,escamoso
MCM5,1.7562897,1.1498609,1.0063715,1.3041741,1.0063715,escamoso
PPIF,2.0934002,1.1926072,1.006166,1.4307245,1.006166,escamoso
EFCAB4A,-1.5321679,-1.0057089,-1.2780787,-1.2719852,1.0057089,adenocarcinoma
NIPAL4,1.4201235,1.0719696,1.0055282,1.1658738,1.0055282,escamoso
FAM131A,1.331866,1.0054098,1.1847035,1.1739931,1.0054098,escamoso
CCND3,-1.2403867,-1.0045395,-1.2190211,-1.1546491,1.0045395,adenocarcinoma
KLHL42,1.5484749,1.0043837,1.0955673,1.216142,1.0043837,escamoso
ABHD14A,-1.502284,-1.0042748,-1.4081228,-1.3048939,1.0042748,adenocarcinoma
PLS1,-1.844675,-1.0627236,-1.0042275,-1.3038754,1.0042275,adenocarcinoma
SOAT1,-2.1262426,-1.1418753,-1.0039145,-1.4240108,1.0039145,adenocarcinoma
SORBS2,-1.603993,-1.0029637,-1.0903485,-1.2324351,1.0029637,adenocarcinoma
CLDN20,1.0024482,1.0137683,1.1152754,1.0438306,1.0024482,escamoso
FOXRED2,1.021583,1.0023319,1.0303055,1.0180734,1.0023319,escamoso
ITGA9,-1.5072228,-1.1907086,-1.0022846,-1.2334052,1.0022846,adenocarcinoma
KRT31,1.4877436,1.0021013,1.2223324,1.2373924,1.0021013,escamoso
ATP5G3,1.2128303,1.1672312,1.0016396,1.1272337,1.0016396,escamoso
DUSP6,-1.0015979,-1.233246,-1.0485027,-1.0944488,1.0015979,adenocarcinoma
UST,1.4163235,1.0013003,1.8831232,1.4335823,1.0013003,escamoso
CYP2B7P,-1.5508494,-1.0636503,-1.0012547,-1.2052513,1.0012547,adenocarcinoma
KIF13B,-1.8868178,-0.99969935,-1.3096061,-1.3987077,0.99969935,adenocarcinoma
NAPSA,-1.7103252,-1.2739741,-0.99948335,-1.3279275,0.99948335,adenocarcinoma
